model_name,parameter,computed_count,total_images,completeness_pct,mean,std,min,median,max
rtmw_l_wholebody,variation_id,208,208,100.0,13.5,7.5181,1.0,13.5,26.0
rtmw_l_wholebody,hand_refined_left,208,208,100.0,1.0,0.0,1.0,1.0,1.0
rtmw_l_wholebody,hand_refined_right,208,208,100.0,1.0,0.0,1.0,1.0,1.0
rtmw_l_wholebody,processing_ms,208,208,100.0,581.527,90.8997,423.81,580.14,1015.77
rtmw_l_wholebody,detect_ms,208,208,100.0,404.0475,68.131,295.15,405.055,734.64
rtmw_l_wholebody,pose_ms,208,208,100.0,177.4796,38.0127,126.58,169.655,418.46
rtmw_l_wholebody,landmarks_supported_by_model,208,208,100.0,67.0,0.0,67.0,67.0,67.0
rtmw_l_wholebody,required_landmarks_available,208,208,100.0,1.0,0.0,1.0,1.0,1.0
rtmw_l_wholebody,parameter_calculation_ok,208,208,100.0,1.0,0.0,1.0,1.0,1.0
rtmw_l_wholebody,landmarks_available_count,208,208,100.0,64.2452,5.2404,44.0,67.0,67.0
rtmw_l_wholebody,body_landmarks_available,208,208,100.0,1.0,0.0,1.0,1.0,1.0
rtmw_l_wholebody,feet_landmarks_available,208,208,100.0,1.0,0.0,1.0,1.0,1.0
rtmw_l_wholebody,arm_landmarks_available,208,208,100.0,1.0,0.0,1.0,1.0,1.0
rtmw_l_wholebody,left_hand_available,208,208,100.0,0.6875,0.4646,0.0,1.0,1.0
rtmw_l_wholebody,right_hand_available,208,208,100.0,0.7212,0.4495,0.0,1.0,1.0
rtmw_l_wholebody,left_knee_flexion_deg,208,208,100.0,34.4131,48.5831,0.0313,9.2793,160.3436
rtmw_l_wholebody,right_knee_flexion_deg,208,208,100.0,35.4267,48.3856,0.0705,10.3237,163.5055
rtmw_l_wholebody,mean_knee_flexion_deg,208,208,100.0,34.9199,47.6811,0.6524,9.8785,157.4999
rtmw_l_wholebody,left_knee_joint_angle_deg,208,208,100.0,145.5869,48.5831,19.6564,170.7207,179.9687
rtmw_l_wholebody,right_knee_joint_angle_deg,208,208,100.0,144.5733,48.3856,16.4945,169.6763,179.9295
rtmw_l_wholebody,knee_asymmetry_deg,107,208,51.4,8.3222,12.3808,0.0804,3.2251,61.9555
rtmw_l_wholebody,foot_separation_norm,107,208,51.4,0.4811,0.2871,0.0,0.4159,1.2303
rtmw_l_wholebody,heel_separation_norm,107,208,51.4,0.4071,0.2686,0.043,0.3061,1.1628
rtmw_l_wholebody,toe_separation_norm,107,208,51.4,0.7113,0.5526,0.0,0.4901,2.1662
rtmw_l_wholebody,toe_heel_separation_ratio,107,208,51.4,2.0453,2.3233,0.0,1.4032,18.7882
rtmw_l_wholebody,foot_line_deviation_deg,107,208,51.4,10.9554,15.0446,0.0,5.1944,90.0
rtmw_l_wholebody,ankle_line_deviation_deg,106,208,51.0,11.3858,16.333,0.0,5.6084,90.0
rtmw_l_wholebody,left_foot_turnout_deg,98,208,47.1,42.049,28.874,0.0,41.169,90.0
rtmw_l_wholebody,right_foot_turnout_deg,99,208,47.6,38.1673,30.9277,0.0,37.6942,90.0
rtmw_l_wholebody,mean_foot_turnout_deg,105,208,50.5,40.0991,28.9526,0.0,39.0695,90.0
rtmw_l_wholebody,foot_turnout_asymmetry_deg,92,208,44.2,10.9411,12.1198,0.0,7.3697,75.2801
rtmw_l_wholebody,left_knee_foot_alignment_deg,107,208,51.4,48.7922,29.3201,0.3311,46.0556,89.9999
rtmw_l_wholebody,right_knee_foot_alignment_deg,107,208,51.4,47.6662,30.2235,2.4488,48.6915,89.4585
rtmw_l_wholebody,mean_knee_foot_alignment_deg,107,208,51.4,48.2292,28.029,2.0726,44.3459,85.9785
rtmw_l_wholebody,knee_spread_norm,107,208,51.4,0.9171,0.6953,0.0196,0.6873,2.9331
rtmw_l_wholebody,knee_over_ankle_spread_ratio,106,208,51.0,3.8276,13.4482,0.0227,1.8171,137.2783
rtmw_l_wholebody,trunk_inclination_deg,208,208,100.0,2.709,3.9772,0.0,1.5534,29.1602
rtmw_l_wholebody,hip_tilt_deg,106,208,51.0,2.6495,2.4549,0.0,1.9092,11.3099
rtmw_l_wholebody,shoulder_tilt_deg,107,208,51.4,1.7831,2.3419,0.0,1.1458,16.5571
rtmw_l_wholebody,pelvic_symmetry_deg,106,208,51.0,2.6495,2.4549,0.0,1.9092,11.3099
rtmw_l_wholebody,com_lateral_offset_norm,107,208,51.4,-0.0937,0.1285,-0.5666,-0.0807,0.1632
rtmw_l_wholebody,pelvis_lateral_offset_norm,107,208,51.4,-0.0661,0.1084,-0.5212,-0.049,0.17
rtmw_l_wholebody,leg_length_ratio_proxy,107,208,51.4,0.9598,0.0587,0.6481,0.9797,1.0
rtmw_l_wholebody,weight_shift_proxy,107,208,51.4,0.1076,0.0874,0.0035,0.0966,0.5439
rtmw_l_wholebody,left_heel_lift_norm,208,208,100.0,0.6277,1.6013,-2.846,0.1873,15.9998
rtmw_l_wholebody,right_heel_lift_norm,208,208,100.0,0.7163,1.5636,-1.5,0.3197,12.333
rtmw_l_wholebody,mean_heel_lift_norm,208,208,100.0,0.672,1.4621,-0.5571,0.2786,13.4999
rtmw_l_wholebody,hip_height_norm,208,208,100.0,8.3508,11.906,0.4479,2.5519,111.9988
rtmw_l_wholebody,knee_height_norm,208,208,100.0,3.8762,5.6958,-1.7794,1.2096,52.4994
rtmw_l_wholebody,hip_height_torso_norm,208,208,100.0,1.3508,0.3971,0.3454,1.4898,1.8345
rtmw_l_wholebody,knee_height_torso_norm,208,208,100.0,0.646,0.2306,-0.1969,0.7264,0.9058
rtmw_l_wholebody,trunk_foreshortening_ratio,208,208,100.0,6.4449,8.5858,1.1977,1.6381,79.0135
rtmw_l_wholebody,left_foot_length_norm,208,208,100.0,2.3841,2.9774,0.0741,0.7045,19.8495
rtmw_l_wholebody,right_foot_length_norm,208,208,100.0,2.3779,3.0866,0.0573,0.7792,24.1351
rtmw_l_wholebody,shin_crossing_angle_deg,107,208,51.4,32.0637,38.7164,0.04,16.1254,171.7532
rtmw_l_wholebody,shin_crossing_distance_norm,107,208,51.4,0.4203,0.3035,0.0,0.3842,1.2303
rtmw_l_wholebody,ankle_crossing_signed_norm,107,208,51.4,-0.0491,0.5516,-1.2296,-0.0741,1.0192
rtmw_l_wholebody,knee_crossing_signed_norm,107,208,51.4,0.1654,1.1383,-2.3646,0.3529,2.9159
rtmw_l_wholebody,left_ankle_hip_deviation_norm,107,208,51.4,0.1429,0.1403,0.0,0.098,0.711
rtmw_l_wholebody,right_ankle_hip_deviation_norm,107,208,51.4,0.2231,0.2203,0.0,0.1538,1.1658
rtmw_l_wholebody,left_elbow_shoulder_alignment_norm,107,208,51.4,0.5912,0.1457,0.25,0.6107,1.0863
rtmw_l_wholebody,right_elbow_shoulder_alignment_norm,107,208,51.4,0.6244,0.1318,0.2708,0.6397,1.0881
rtmw_l_wholebody,mean_elbow_shoulder_alignment_norm,107,208,51.4,0.6078,0.1372,0.2604,0.6295,1.0622
rtmw_l_wholebody,left_arm_abduction_deg,208,208,100.0,31.2311,22.2714,0.0,40.7579,72.8973
rtmw_l_wholebody,right_arm_abduction_deg,208,208,100.0,29.8322,19.8984,0.0,38.4537,72.7185
rtmw_l_wholebody,shoulder_width_px,208,208,100.0,187.5584,129.2221,6.2053,283.6191,395.6256
rtmw_l_wholebody,scale_px,208,208,100.0,187.5584,129.2221,6.2053,283.6191,395.6256
rtmw_l_wholebody,mudra_measurable,208,208,100.0,0.7788,0.416,0.0,1.0,1.0
rtmw_l_wholebody,shoulder_torso_ratio,208,208,100.0,0.4128,0.2921,0.0127,0.6106,0.8349
rtmw_l_wholebody,torso_height_px,208,208,100.0,468.4733,30.3724,375.3672,467.7116,582.5565
rtmw_l_wholebody,left_hand_palm_size_px,149,208,71.6,67.8075,57.235,0.0,64.9934,454.0301
rtmw_l_wholebody,left_hand_mean_finger_straightness_deg,125,208,60.1,149.2149,33.925,0.0,162.4237,180.0
rtmw_l_wholebody,left_hand_min_finger_straightness_deg,125,208,60.1,133.9683,42.7306,0.0,149.6943,180.0
rtmw_l_wholebody,left_hand_mean_finger_flexion_deg,125,208,60.1,30.7851,33.925,0.0,17.5763,180.0
rtmw_l_wholebody,left_hand_mean_interfinger_spread_deg,121,208,58.2,18.7149,22.7281,0.0,9.555,122.0129
rtmw_l_wholebody,left_hand_max_interfinger_spread_deg,121,208,58.2,32.1674,39.1115,0.0,16.3586,178.3331
rtmw_l_wholebody,left_hand_mean_adjacent_fingertip_gap_norm,127,208,61.1,0.4987,0.5261,0.0,0.3435,4.1334
rtmw_l_wholebody,left_hand_max_adjacent_fingertip_gap_norm,127,208,61.1,0.7493,0.8557,0.0,0.5763,6.3098
rtmw_l_wholebody,left_hand_index_pinky_tip_gap_norm,121,208,58.2,1.1195,1.064,0.0,0.8181,5.8995
rtmw_l_wholebody,left_hand_palm_opening_norm,128,208,61.5,1.2158,0.8303,0.152,1.0927,7.88
rtmw_l_wholebody,left_hand_pinky_relative_extension,121,208,58.2,1.0913,0.7585,0.1206,1.0,5.3324
rtmw_l_wholebody,left_hand_thumb_index_tip_distance_norm,113,208,54.3,0.9806,0.824,0.0,0.8844,4.2797
rtmw_l_wholebody,left_hand_thumb_middle_tip_distance_norm,109,208,52.4,1.3238,1.0555,0.0,1.1915,6.3
rtmw_l_wholebody,left_hand_fingertip_cluster_spread_norm,109,208,52.4,0.5762,0.4614,0.0,0.5054,2.7556
rtmw_l_wholebody,left_hand_extended_finger_contrast,125,208,60.1,-0.0932,0.6586,-5.8415,0.0051,0.6802
rtmw_l_wholebody,left_hand_ring_pinky_straightness_deg,118,208,56.7,155.5574,31.5177,0.0,169.9,180.0
rtmw_l_wholebody,left_hand_wrist_joint_angle_deg,128,208,61.5,109.9769,46.9607,2.9691,118.9348,177.4512
rtmw_l_wholebody,left_hand_wrist_deviation_deg,128,208,61.5,70.0231,46.9607,2.5488,61.0652,177.0309
rtmw_l_wholebody,left_hand_palm_axis_from_vertical_deg,128,208,61.5,65.9235,42.0054,0.0,72.4611,180.0
rtmw_l_wholebody,left_hand_wrist_lift_norm,197,208,94.7,0.4661,0.3139,-1.2083,0.365,1.0416
rtmw_l_wholebody,right_hand_palm_size_px,152,208,73.1,71.1969,56.4006,0.0,63.0879,450.0923
rtmw_l_wholebody,right_hand_mean_finger_straightness_deg,136,208,65.4,145.9516,32.3547,52.4934,161.8714,180.0
rtmw_l_wholebody,right_hand_min_finger_straightness_deg,136,208,65.4,125.7323,48.7125,0.0,144.2048,180.0
rtmw_l_wholebody,right_hand_mean_finger_flexion_deg,136,208,65.4,34.0484,32.3547,0.0,18.1286,127.5066
rtmw_l_wholebody,right_hand_mean_interfinger_spread_deg,135,208,64.9,21.8885,28.2524,0.0,9.8969,135.9335
rtmw_l_wholebody,right_hand_max_interfinger_spread_deg,135,208,64.9,38.6383,48.0494,0.0,17.2528,180.0
rtmw_l_wholebody,right_hand_mean_adjacent_fingertip_gap_norm,136,208,65.4,0.4642,0.5244,0.0,0.3458,4.5702
rtmw_l_wholebody,right_hand_max_adjacent_fingertip_gap_norm,136,208,65.4,0.7726,1.1842,0.0,0.5494,12.42
rtmw_l_wholebody,right_hand_index_pinky_tip_gap_norm,132,208,63.5,1.0309,1.2065,0.0,0.8846,12.7723
rtmw_l_wholebody,right_hand_palm_opening_norm,136,208,65.4,1.1868,0.9278,0.172,1.0537,8.1315
rtmw_l_wholebody,right_hand_pinky_relative_extension,132,208,63.5,0.9834,0.5462,0.161,0.9809,5.7978
rtmw_l_wholebody,right_hand_thumb_index_tip_distance_norm,125,208,60.1,0.9387,0.7281,0.0,0.8984,4.125
rtmw_l_wholebody,right_hand_thumb_middle_tip_distance_norm,125,208,60.1,1.2875,0.886,0.0,1.2098,5.2286
rtmw_l_wholebody,right_hand_fingertip_cluster_spread_norm,124,208,59.6,0.5434,0.3715,0.0,0.4921,2.2794
rtmw_l_wholebody,right_hand_extended_finger_contrast,136,208,65.4,-0.0669,0.3231,-1.181,-0.0057,0.6898
rtmw_l_wholebody,right_hand_ring_pinky_straightness_deg,135,208,64.9,146.8251,40.2405,0.0,169.1442,180.0
rtmw_l_wholebody,right_hand_wrist_joint_angle_deg,139,208,66.8,121.0887,43.2099,6.5918,130.7627,179.8281
rtmw_l_wholebody,right_hand_wrist_deviation_deg,139,208,66.8,58.9113,43.2099,0.1719,49.2373,173.4082
rtmw_l_wholebody,right_hand_palm_axis_from_vertical_deg,139,208,66.8,70.5326,37.8061,0.0,77.3005,180.0
rtmw_l_wholebody,right_hand_wrist_lift_norm,202,208,97.1,0.4306,0.2965,-0.8779,0.3601,1.0625
rtmw_l_wholebody,recognition_confidence,208,208,100.0,0.8678,0.1416,0.0,0.9133,0.9997
